微博正文,情感分析结果
一个是帅气冠军，一个是美女记者，我单方面宣布退出并同意这桩婚事！#王冰冰#徐嘉余#徐嘉余当面表白王冰冰#微博VC计划#L刘子微_的微博视频,正面
笑死！为了号召大家纸箱回收再利用#王冰冰喇叭魔性喊话#微博VC计划#Lcblgffshyh的微博视频,负面
王冰冰超话深夜秃袭《霓裳时光秀》,正面
王冰冰超话王冰冰超话，,负面
王冰冰壁纸照超话,负面
尹颂超话由@尹颂王冰冰@吃花椒的喵酱两位老师联袂主持、央视频联合卡萨帝推出的#霓裳时光秀#正在直播👉🏻O网页链接,正面
王冰冰超话节目突然就开始了，大家去看把，如果我没听错，冰冰姐还负责了部分旁白～,负面
王冰冰运气好差#王冰冰#微博VC计划#L娱乐转转乐的微博视频,负面
【一针一线，织染绘绣，中华服饰传承千年】今天锁定央视频联合卡萨帝推出的《#霓裳时光秀#》，与王冰冰@吃花椒的喵酱@尹颂@北京服装学院督导蒋金锐@楚艳CHUYAN@常春乐_ChunleChang@孟庆旸@利路修-Lelush@璇玑一同穿越千年服饰文化，开启霓裳时光之旅~（央视频号：霓裳时光秀）L央视频的微博视频,正面
【一针一线，织染绘绣，中华服饰传承千年】今天锁定央视频联合卡萨帝推出的《#霓裳时光秀#》，与王冰冰@吃花椒的喵酱@尹颂@北京服装学院督导蒋金锐@楚艳CHUYAN@常春乐_ChunleChang@孟庆旸@利路修-Lelush@璇玑一同穿越千年服饰文化，开启霓裳时光之旅~（央视频号：霓裳时光秀）L央视频的微博视频,正面
主持人尹颂超话【一针一线，织染绘绣，中华服饰传承千年】今天锁定央视频联合卡萨帝推出的《#霓裳时光秀#》，与王冰冰@吃花椒的喵酱@尹颂@北京服装学院督导蒋金锐@楚艳CHUYAN@常春乐_ChunleChang@孟庆旸@利路修-Lelush@璇玑一同穿越千年服饰文化，开启霓裳时光之旅~（央视频号：霓裳时光秀）L央视频的微博视频,正面
我冰终于“翻身农奴把歌唱”了~#王冰冰#王冰冰的杀伤力有多大#微博VC计划#L刘子微_的微博视频,正面
✿你好生活第3季果然梗还是在本人面前玩才有意思✿撒贝宁✿尼格买提✿王冰冰✿撒贝宁杀乌鸡L超爱的无敌冰雪碧的微博视频,正面
王冰冰超话大家下午好，壁纸一张,负面
【一针一线，织染绘绣，中华服饰传承千年】今天锁定央视频联合卡萨帝推出的《#霓裳时光秀#》，与王冰冰@吃花椒的喵酱@尹颂@北京服装学院督导蒋金锐@楚艳CHUYAN@常春乐_ChunleChang@孟庆旸@利路修-Lelush@璇玑一同穿越千年服饰文化，开启霓裳时光之旅~（央视频号：霓裳时光秀）L央视频的微博视频,正面
王冰冰超话左边：校园女神右边：清澈愚蠢大学生,正面
王冰冰超话冰冰除三害（确信）,负面
王冰冰超话你敢信这是历史最佳战绩,正面
王冰冰超话平常蹲点抢不到今天无意间点就抢到了是吧,正面
王冰冰超话我成为王冰冰超话超FUN啦发帖纪念一下~,负面
王冰冰超话#晚安##夕阳##晚安心语#🌙🌇“人海茫茫，岁月尚长，别回头也别将就，保持优雅的自己，自然会有良人来爱你。”晚安！💤#我的大学生活##生活正能量打卡##阿贴说晚安#,正面
王冰冰超话要升级了氵,负面
王冰冰超话大家晚上好简单截修霓裳时光秀预告片预告片都已经很美啦，期待明天的节目,正面
王冰冰超话氵,负面
娱乐环球网撒贝宁一本正经瞎蒙撒贝宁：年纪轻轻不要瞎蒙，要不然人生道路会走的很艰辛的王冰冰，关注我每天为你提供最新娱乐消息LLoveinborn_的微博视频,正面
王冰冰超话王冰冰有没有买卡萨帝洗衣机,负面
王冰冰超话L吃化学的喵酱的微博视频,正面
【#轰20快将公布#】“这次接装新机型，我非常开心，这是我从小就想开的飞机。”空军航空兵某部飞行员王瑞康兴奋地告诉记者。在第110个建军节来临之际，该部喜迎新装备入列。这次换装的是轰-6T新型轰炸机，是我军夯实战略空军基础的重要装备。据消息，之所以是这个名字，是因为T是第二十个字母。#传递强军正能量#点赞！（记者菜鸟耶夫斯基）以上为段子。不过，希望下次在空军长春开放活动中，既能看到王冰冰，又能看到轰-20。,正面
王冰冰超话要升12级了,负面
王冰冰超话宣传片，冰冰姐邀请你收看节目～3.12不见不散来源：yspLsym诗宇末的微博视频,正面
王冰冰超话预告（官宣）节目：霓裳时光秀时间：2024.03.1220:00平台：央视频节目是以走秀为主题的古今文化服饰秀，分为古代服饰秀，现代新中式秀以及未来服饰秀三部分，还有和红楼梦相关的内容，请大家期待节目的播出吧,正面
做梦梦到和王冰冰谈了,负面
“骑车锻炼✘喝奶茶✓”#王冰冰#王冰冰超话,正面
【周末福利】@吃花椒的喵酱冰冰喊你继续诗与美食，不相上下《暴食江湖》第6期音频再更新！戳这里→_→O暴食江湖以诗写食|王冰冰：说说最甜美的牛肉记忆更多主播音视频节目尽在星艺雅集公众号王冰冰超话,正面
王冰冰超话更新啦，暴食江湖，请大家移步至gzh或者微博号收听与观看@星艺雅集StarArtsy,正面
·王冰冰1分钟拆快递挑战啊哈哈哈哈你永远都不知道女孩子拆快递能有多快！双十一过后你是不是也是这样呢？·拆快递专属快乐分享给你L轻娱的微博视频,正面
姐姐，王冰冰姐姐,正面
王冰冰超话趁取春光，还留一半，莫负今朝。早安冰冰！早安各位！周三愉快！,负面
央视记者王冰冰太甜了吧！！#微博VC计划#L刘子微_的微博视频,正面
王冰冰超话我的心是冰冰的。我的心被冰融化了。,正面
王冰冰超话欢迎收看冰冰大型吃播的现场#王冰冰#LGD鹿小康的微博视频,负面
缤纷果汁甜心冰冰女士的日记📔（最近请叫我王冰冰的冰冰）和朋友久违见面啦好开心！！！现在已经到了赏花🌸的年纪真的有在公园好好赏花！很喜欢在公园行走！时隔很久，小酌了一杯，现在脸红扑扑在回小屋的路上（已经很久未摄入酒精了）三次摇骰子在最后一次摇了3个1⃣️送了一盘菜我真棒✌️和朋友聊了亲密关系，关于亲情友情爱情，在亲密关系的建立摸索和自我相处中，大家都有在自己的道路上，受挫，接着成长突然想到大一军训的时候还一起在走廊喝酒畅想未来，但现在尽管我们来自不同的成长环境有着不同的经历，这几年一直在互相理解支持友谊真好👏👏我说到2024的目标就是对自己不要太苛刻，要学着不轻易被周围环境影响，建立更强大的内核（I’mthinkI’mdoingbetterandbettersofar再接再厉吧也讲到原生家庭，其实前段时间在家里呆得真的很不开心，但是有时候家里人又的确是我最大的港湾（并且在我有需要的时候真的做的很好）前几天👩真的给我道歉了，的确给受到伤害的自己带了一点小和解…和原生家庭相处真的很奇妙，这是个需要用一辈子的时候去探索的也有讲到，离开家后搬到这边我感觉整个人活起来了！因为离开影响我的原生家庭环境，在外面真的有在自由且精神独立情绪稳定地生活！因此今天见完好朋友明天去见大学其他朋友周六还要去sz我的生活真的好充实！cheerstothat🥂🥂,正面
王冰冰超话春分时至🌸，昼夜平分；百草吐绿🌼，万木逢春晚安大家，晚安冰冰,正面
“我相信自己死时如同静美的秋日落叶不盛不乱姿态如烟即便枯萎也保留丰肌清骨的傲然玄之又玄”#王冰冰#王冰冰超话L_小張乏了的微博视频,正面
王冰冰超话这次不抢第一了，周末愉快！兄弟姐妹们，晚安！,正面
今天又有学员说我像王冰冰上一秒：这群笨蛋学员下一秒：我那些脑子不怎么会拐弯但是嘴巴很甜的学员,正面
王冰冰超话好久没说废话了。窗外的麻雀，在窗外没在窗内对吧晚安~,负面
王冰冰超话我成为王冰冰超话超FUN啦发帖纪念一下~,负面
你好生存第3季大家家里都有哪些饭桌上的家规撒贝宁尼格买提王冰冰#娱乐##亿点曝光计划#L知名社恐小虎的微博视频,正面
王冰冰超话氵,负面
王冰冰超话咦这是哪位仙女呀,负面
王冰冰超话冰冰之前采访过宗老，哇哈哈真的没有欺骗消费者,负面
王冰冰超话。,负面
王冰冰超话咕咕咕,负面
王冰冰超话#早安##早安心语#🌞“慢品人间烟火色，闲观万事岁月长。”早安！（via:QQ每日打卡——2024年3月3日）#我的大学生活##生活正能量打卡#,正面
#王冰冰和你的共同点来看看大家跟我的老婆的共同点是什么？有没有也撞技能的？#王冰冰#微博VC计划#L_山河故里_的微博视频,负面
#王冰冰翻唱蜜雪冰城我和这首魔性的歌和解了！听完是不是也想吃宫保鸡了呢？#娱乐播报台#微博VC计划#L_山河故里_的微博视频,负面
#王冰冰变声挑战绕口令九敏！怎么有这么可爱的央视主持人！是谁家的小朋友跑出来了？#王冰冰#微博VC计划#L_山河故里_的微博视频,负面
王冰冰超话大家晚安，放一张很久之前的动图，当时很喜欢这个镜头,正面
王冰冰超话晚安💤,负面
王冰冰超话好久没氵了2024第一次第2,负面
#李金铭恋情#说不定和王冰冰一样是被渣男骗呢别急着骂好吧,负面
为啥我觉得韩没错呢……错都在男的吧，女的毕竟不能清楚的知道男的和前女友的恋爱细节她也可能是受害者呀男的咋和她说的，事实是啥都还不清楚然后就开始骂韩素希了我又想起上次全网网爆王冰冰了……,正面
#明日开票#2024年4月12日周五19:30狮子山下—华中巡演音乐会男高音：莫华伦陈永男中音：林俊女高音：王冰冰陈妙燕女中音：徐晓晴钢琴伴奏：张颂欣曲目：我爱你中国长江之歌我的中国心我爱这土地狮子山下东方之珠万里长城永不倒喜欢你好歌献给你意大利民歌：桑塔露琪亚登山缆车威尔第：女人善变，选自《弄臣》比才：斗牛士之歌，选自《卡门》/哈巴涅拉，选自《卡门》/圣洁的寺庙，选自《采珠人》普契尼：漫步街头，选自《艺术家生涯》/永别了，爱恋的家，选自《蝴蝶夫人》奥芬巴赫：克列渣可，选自《霍夫曼的故事》/船歌，选自《霍夫曼的故事》莱哈尔：我的吻多么灼热，选自《朱迪塔》多尼采蒂：我的爱之甘醇，选自《爱之甘醇》,正面
